Renamed,Original,Scenario,DS#,Random seed,filename,DGPid,trueATE
high246,CHDScenario7DS95,,7,0.957958210472387,high246,7,0
high247,CHDScenario5DS68,,5,0.232994683466242,high247,5,-0.3429
high248,CHDScenario13DS48,,13,0.867873692045976,high248,13,-0.8486
high249,CHDScenario7DS23,,7,0.230497819207704,high249,7,0
high25,CHDScenario1DS94,94,1,0.179510394816754,high25,1,0.2
high250,CHDScenario15DS39,,15,0.62039325280469,high250,15,-0.16058
high251,CHDScenario9DS67,,9,0.310840714033791,high251,9,12.62
high252,CHDScenario16DS7,,16,0.380364656234924,high252,16,1
high253,CHDScenario6DS77,,6,0.546548041750014,high253,6,-1.1039
high254,CHDScenario7DS16,,7,0.38179389895116,high254,7,0
high255,CHDScenario8DS48,,8,0.335026866010317,high255,8,-1.432
high256,CHDScenario5DS12,,5,0.419734772786803,high256,5,-0.3429
high257,CHDScenario7DS85,,7,0.331805523401503,high257,7,0
high258,CHDScenario3DS56,,3,0.210365728373295,high258,3,-0.800000000000001
high259,CHDScenario15DS83,,15,0.337317617300555,high259,15,-0.16058
high26,CHDScenario8DS21,,8,0.466574949159229,high26,8,-1.432
high260,CHDScenario8DS52,,8,0.670035310733492,high260,8,-1.432
high261,CHDScenario7DS51,,7,0.195722729933706,high261,7,0
high262,CHDScenario4DS81,,4,0.858938828696149,high262,4,2.1
high263,CHDScenario14DS59,,14,0.836219243058524,high263,14,61.11
high264,CHDScenario10DS15,,10,0.506167315203539,high264,10,9.134
high265,CHDScenario10DS70,,10,0.848713202503108,high265,10,9.134
high266,CHDScenario7DS55,,7,0.223481644248209,high266,7,0
high267,CHDScenario3DS9,,3,0.0492709840749667,high267,3,-0.800000000000001
high268,CHDScenario14DS95,,14,0.580021653102126,high268,14,61.11
high269,CHDScenario10DS27,,10,0.926391893120475,high269,10,9.134
high27,CHDScenario9DS74,,9,0.827631366813395,high27,9,12.62
high270,CHDScenario5DS9,,5,0.922056072322188,high270,5,-0.3429
high271,CHDScenario9DS28,,9,0.343511755319526,high271,9,12.62
high272,CHDScenario8DS77,,8,0.495556230604372,high272,8,-1.432
high273,CHDScenario12DS38,,12,0.277961854958125,high273,12,-3.159
high274,CHDScenario11DS4,,11,0.0765177452933951,high274,11,10.77
high275,CHDScenario9DS52,,9,0.349508193919684,high275,9,12.62
high276,CHDScenario9DS92,,9,0.638178086961129,high276,9,12.62
high277,CHDScenario6DS92,,6,0.0456576687488336,high277,6,-1.1039
high278,CHDScenario12DS9,,12,0.0932370394856763,high278,12,-3.159
high279,CHDScenario13DS39,,13,0.71288893290764,high279,13,-0.8486
high28,CHDScenario8DS76,,8,0.0907353935808295,high28,8,-1.432
high280,CHDScenario3DS31,,3,0.152206406285797,high280,3,-0.800000000000001
high281,CHDScenario16DS82,,16,0.96159556461531,high281,16,1
high282,CHDScenario6DS56,,6,0.834804356853768,high282,6,-1.1039
high283,CHDScenario6DS8,,6,0.510863451926649,high283,6,-1.1039
high284,CHDScenario10DS43,,10,0.505592496920344,high284,10,9.134
high285,CHDScenario3DS12,,3,0.987992955772065,high285,3,-0.800000000000001
high286,CHDScenario9DS45,,9,0.979797027967632,high286,9,12.62
high287,CHDScenario4DS57,,4,0.281194301830872,high287,4,2.1
high288,CHDScenario10DS75,,10,0.163899942826918,high288,10,9.134
high289,CHDScenario14DS70,,14,0.1925924851246,high289,14,61.11
high29,CHDScenario4DS72,,4,0.516719526730656,high29,4,2.1
high290,CHDScenario5DS27,,5,0.644848209330111,high290,5,-0.3429
high291,CHDScenario13DS46,,13,0.747655258752767,high291,13,-0.8486
high292,CHDScenario12DS50,,12,0.346849313446997,high292,12,-3.159
high293,CHDScenario5DS1,,5,0.235132027009392,high293,5,-0.3429
high294,CHDScenario15DS75,,15,0.347505466942679,high294,15,-0.16058
high295,CHDScenario2DS1,101,2,0.220531553539279,high295,2,0.8
high296,CHDScenario10DS10,,10,0.417542213261394,high296,10,9.134
high297,CHDScenario3DS87,,3,0.0512930837672926,high297,3,-0.800000000000001
high298,CHDScenario10DS9,,10,0.825266407056857,high298,10,9.134
high299,CHDScenario6DS5,,6,0.634752451184856,high299,6,-1.1039
high3,CHDScenario6DS3,,6,0.15352984787631,high3,6,-1.1039
high30,CHDScenario9DS75,,9,0.854927332576397,high30,9,12.62
high300,CHDScenario3DS23,,3,0.205226212905997,high300,3,-0.800000000000001
high301,CHDScenario9DS49,,9,0.718254876320544,high301,9,12.62
high302,CHDScenario14DS82,,14,0.329486006091177,high302,14,61.11
high303,CHDScenario5DS36,,5,0.926502939399835,high303,5,-0.3429
high304,CHDScenario10DS50,,10,0.223396991812696,high304,10,9.134
high305,CHDScenario12DS29,,12,0.654217455123628,high305,12,-3.159
high306,CHDScenario6DS64,,6,0.742693812645761,high306,6,-1.1039
high307,CHDScenario11DS51,,11,0.567387502890601,high307,11,10.77
high308,CHDScenario7DS35,,7,0.800840814903132,high308,7,0
high309,CHDScenario12DS62,,12,0.0412755238545367,high309,12,-3.159
high31,CHDScenario5DS25,,5,0.171968386743747,high31,5,-0.3429
high310,CHDScenario10DS42,,10,0.0805145763600996,high310,10,9.134
high311,CHDScenario12DS69,,12,0.509139545307314,high311,12,-3.159
high312,CHDScenario4DS41,,4,0.213069290667434,high312,4,2.1
high313,CHDScenario12DS93,,12,0.614305997661501,high313,12,-3.159
high314,CHDScenario4DS62,,4,0.34683710500891,high314,4,2.1
high315,CHDScenario15DS6,,15,0.780053259498275,high315,15,-0.16058
high316,CHDScenario2DS34,134,2,0.629789137440786,high316,2,0.8
high317,CHDScenario11DS5,,11,0.479257079638974,high317,11,10.77
high318,CHDScenario6DS27,,6,0.169933667496581,high318,6,-1.1039
high319,CHDScenario8DS50,,8,0.541276968412079,high319,8,-1.432
high32,CHDScenario13DS67,,13,0.527190644273057,high32,13,-0.8486
high320,CHDScenario15DS38,,15,0.173738702572525,high320,15,-0.16058
high321,CHDScenario3DS33,,3,0.123055429167686,high321,3,-0.800000000000001
high322,CHDScenario13DS28,,13,0.13714961465808,high322,13,-0.8486
high323,CHDScenario14DS74,,14,0.834274892302218,high323,14,61.11
high324,CHDScenario4DS48,,4,0.719886127403484,high324,4,2.1
high325,CHDScenario16DS10,,16,0.37519333830776,high325,16,1
high326,CHDScenario7DS21,,7,0.506516100438446,high326,7,0
high327,CHDScenario3DS97,,3,0.00633671050626183,high327,3,-0.800000000000001
high328,CHDScenario9DS93,,9,0.846816726618093,high328,9,12.62
high329,CHDScenario15DS55,,15,0.00371004957640853,high329,15,-0.16058
high33,CHDScenario13DS22,,13,0.912676474638168,high33,13,-0.8486
high330,CHDScenario6DS52,,6,0.641442159633622,high330,6,-1.1039
high331,CHDScenario11DS35,,11,0.454579623245544,high331,11,10.77
high332,CHDScenario1DS53,53,1,0.0871307231418047,high332,1,0.2
high333,CHDScenario4DS40,,4,0.135581045800352,high333,4,2.1
high334,CHDScenario1DS87,87,1,0.498535491350084,high334,1,0.2
high335,CHDScenario7DS56,,7,0.818650539044095,high335,7,0
high336,CHDScenario15DS79,,15,0.122342456073404,high336,15,-0.16058
high337,CHDScenario11DS93,,11,0.80654259368914,high337,11,10.77
high338,CHDScenario11DS11,,11,0.528260103189022,high338,11,10.77
high339,CHDScenario7DS58,,7,0.413014135966598,high339,7,0
high34,CHDScenario1DS72,72,1,0.899056982487207,high34,1,0.2
high340,CHDScenario1DS56,56,1,0.110268183654001,high340,1,0.2
high341,CHDScenario1DS70,70,1,0.323852817883726,high341,1,0.2
high342,CHDScenario15DS48,,15,0.778638817307346,high342,15,-0.16058
high343,CHDScenario10DS60,,10,0.946324128682313,high343,10,9.134
high344,CHDScenario12DS73,,12,0.318863718660718,high344,12,-3.159
high345,CHDScenario16DS39,,16,0.342641840157336,high345,16,1
high346,CHDScenario6DS88,,6,0.263027735019244,high346,6,-1.1039
high347,CHDScenario11DS6,,11,0.538863030837184,high347,11,10.77
high348,CHDScenario12DS52,,12,0.118219183701744,high348,12,-3.159
high349,CHDScenario7DS41,,7,0.626727062259228,high349,7,0
high35,CHDScenario8DS49,,8,0.422755074625866,high35,8,-1.432
high350,CHDScenario4DS15,,4,0.237124710187244,high350,4,2.1
high351,CHDScenario3DS42,,3,0.414693219478036,high351,3,-0.800000000000001
high352,CHDScenario12DS30,,12,0.0728889698713707,high352,12,-3.159
high353,CHDScenario4DS88,,4,0.412897049969469,high353,4,2.1
high354,CHDScenario16DS53,,16,0.821384323945324,high354,16,1
high355,CHDScenario13DS3,,13,0.00751826836826131,high355,13,-0.8486
high356,CHDScenario6DS28,,6,0.365657884319821,high356,6,-1.1039
high357,CHDScenario6DS96,,6,0.673098070644967,high357,6,-1.1039
high358,CHDScenario4DS2,,4,0.00531836750146175,high358,4,2.1
high359,CHDScenario11DS56,,11,0.509506360102211,high359,11,10.77
high36,CHDScenario1DS99,99,1,0.655929296330303,high36,1,0.2
high360,CHDScenario8DS70,,8,0.470622146407494,high360,8,-1.432
high361,CHDScenario16DS9,,16,0.458161998513913,high361,16,1
high362,CHDScenario11DS47,,11,0.726952658599691,high362,11,10.77
high363,CHDScenario4DS92,,4,0.400240447100632,high363,4,2.1
high364,CHDScenario9DS56,,9,0.0463627202753441,high364,9,12.62
high365,CHDScenario5DS97,,5,0.263242518147115,high365,5,-0.3429
high366,CHDScenario1DS92,92,1,0.200753658699129,high366,1,0.2
high367,CHDScenario6DS10,,6,0.695907458479353,high367,6,-1.1039
high368,CHDScenario13DS56,,13,0.3392403923062,high368,13,-0.8486
high369,CHDScenario16DS61,,16,0.299116583768855,high369,16,1
high37,CHDScenario6DS22,,6,0.0387990354701794,high37,6,-1.1039
high370,CHDScenario10DS1,,10,0.47254681651088,high370,10,9.134
high371,CHDScenario6DS89,,6,0.0193127606977482,high371,6,-1.1039
high372,CHDScenario13DS62,,13,0.709826308982838,high372,13,-0.8486
high373,CHDScenario13DS1,,13,0.615728871211429,high373,13,-0.8486
high374,CHDScenario2DS91,191,2,0.54384775604434,high374,2,0.8
high375,CHDScenario1DS21,21,1,0.98221194104477,high375,1,0.2
high376,CHDScenario4DS17,,4,0.118169919424968,high376,4,2.1
high377,CHDScenario2DS40,140,2,0.391102103077305,high377,2,0.8
high378,CHDScenario3DS25,,3,0.10398657113445,high378,3,-0.800000000000001
high379,CHDScenario14DS65,,14,0.60682187385648,high379,14,61.11
high38,CHDScenario12DS10,,12,0.680136889020678,high38,12,-3.159
high380,CHDScenario12DS48,,12,0.354850062717928,high380,12,-3.159
high381,CHDScenario12DS4,,12,0.332012907396167,high381,12,-3.159
high382,CHDScenario1DS77,77,1,0.512054727439169,high382,1,0.2
high383,CHDScenario8DS18,,8,0.801822825827911,high383,8,-1.432
high384,CHDScenario13DS83,,13,0.93189466099946,high384,13,-0.8486
high385,CHDScenario13DS84,,13,0.403851359690104,high385,13,-0.8486
high386,CHDScenario14DS50,,14,0.0591187768755519,high386,14,61.11
high387,CHDScenario7DS19,,7,0.934655098043292,high387,7,0
high388,CHDScenario12DS25,,12,0.0320206943437924,high388,12,-3.159
high389,CHDScenario9DS63,,9,0.828684199303609,high389,9,12.62
high39,CHDScenario14DS41,,14,0.75050849312565,high39,14,61.11
high390,CHDScenario2DS25,125,2,0.932955845334092,high390,2,0.8
high391,CHDScenario12DS70,,12,0.426762292389681,high391,12,-3.159
high392,CHDScenario8DS72,,8,0.241181575108149,high392,8,-1.432
high393,CHDScenario16DS8,,16,0.752206849075518,high393,16,1
high394,CHDScenario3DS35,,3,0.55155492187855,high394,3,-0.800000000000001
high395,CHDScenario1DS76,76,1,0.731056242922791,high395,1,0.2
high396,CHDScenario8DS26,,8,0.189634897962193,high396,8,-1.432
high397,CHDScenario6DS94,,6,0.129638721352917,high397,6,-1.1039
high398,CHDScenario5DS77,,5,0.310316822899619,high398,5,-0.3429
high399,CHDScenario5DS49,,5,0.536595796642271,high399,5,-0.3429
high4,CHDScenario2DS5,105,2,0.282316180452178,high4,2,0.8
high40,CHDScenario6DS57,,6,0.0906475581554755,high40,6,-1.1039
high400,CHDScenario11DS32,,11,0.0674746839575555,high400,11,10.77
high401,CHDScenario9DS57,,9,0.134513421633597,high401,9,12.62
high402,CHDScenario1DS39,39,1,0.0814150379881123,high402,1,0.2
high403,CHDScenario10DS47,,10,0.247755324882036,high403,10,9.134
high404,CHDScenario1DS74,74,1,0.669478558889678,high404,1,0.2
high405,CHDScenario16DS44,,16,0.989109704290101,high405,16,1
high406,CHDScenario2DS70,170,2,0.601180825756146,high406,2,0.8
high407,CHDScenario1DS5,5,1,0.532799793038471,high407,1,0.2
high408,CHDScenario3DS73,,3,0.480984162688723,high408,3,-0.800000000000001
high409,CHDScenario15DS93,,15,0.501770219802842,high409,15,-0.16058
high41,CHDScenario5DS51,,5,0.264439860530363,high41,5,-0.3429
high410,CHDScenario11DS16,,11,0.827423855282904,high410,11,10.77
high411,CHDScenario11DS20,,11,0.575022373835501,high411,11,10.77
high412,CHDScenario14DS94,,14,0.662620032888984,high412,14,61.11
high413,CHDScenario8DS64,,8,0.617953634807047,high413,8,-1.432
high414,CHDScenario9DS72,,9,0.0776358073712473,high414,9,12.62
high415,CHDScenario9DS6,,9,0.0113909270238658,high415,9,12.62
high416,CHDScenario12DS90,,12,0.679785285994858,high416,12,-3.159
high417,CHDScenario7DS94,,7,0.184197632279343,high417,7,0
high418,CHDScenario8DS8,,8,0.646278288821242,high418,8,-1.432
high419,CHDScenario3DS85,,3,0.521444321423902,high419,3,-0.800000000000001
high42,CHDScenario2DS24,124,2,0.752854187429127,high42,2,0.8
high420,CHDScenario14DS23,,14,0.265154809561438,high420,14,61.11
high421,CHDScenario13DS43,,13,0.577241150590723,high421,13,-0.8486
high422,CHDScenario4DS76,,4,0.19580947576214,high422,4,2.1
high423,CHDScenario8DS12,,8,0.501947233846495,high423,8,-1.432
high424,CHDScenario1DS29,29,1,0.49492288861686,high424,1,0.2
high425,CHDScenario11DS57,,11,0.77632932223172,high425,11,10.77
high426,CHDScenario1DS73,73,1,0.186908328367206,high426,1,0.2
high427,CHDScenario7DS100,,7,0.109794051024435,high427,7,0
high428,CHDScenario5DS62,,5,0.825756941017169,high428,5,-0.3429
high429,CHDScenario6DS35,,6,0.311934298416174,high429,6,-1.1039
high43,CHDScenario16DS56,,16,0.176513315048266,high43,16,1
high430,CHDScenario12DS64,,12,0.991994202187358,high430,12,-3.159
high431,CHDScenario1DS54,54,1,0.609028437959563,high431,1,0.2
high432,CHDScenario2DS79,179,2,0.814506372888377,high432,2,0.8
high433,CHDScenario4DS74,,4,0.962918501271776,high433,4,2.1
high434,CHDScenario12DS99,,12,0.532270906338333,high434,12,-3.159
high435,CHDScenario1DS95,95,1,0.419063042192182,high435,1,0.2
high436,CHDScenario3DS11,,3,0.619135327120338,high436,3,-0.800000000000001
high437,CHDScenario11DS31,,11,0.105207582894152,high437,11,10.77
high438,CHDScenario4DS6,,4,0.301247682980413,high438,4,2.1
high439,CHDScenario9DS65,,9,0.692382348402557,high439,9,12.62
high44,CHDScenario3DS68,,3,0.296594379717273,high44,3,-0.800000000000001
high440,CHDScenario14DS85,,14,0.607483633551808,high440,14,61.11
high441,CHDScenario7DS83,,7,0.723438399491506,high441,7,0
high442,CHDScenario2DS14,114,2,0.85400468065545,high442,2,0.8
high443,CHDScenario11DS34,,11,0.167389617839326,high443,11,10.77
high444,CHDScenario4DS86,,4,0.280445211392525,high444,4,2.1
high445,CHDScenario3DS41,,3,0.843636914488421,high445,3,-0.800000000000001
high446,CHDScenario1DS37,37,1,0.529304956247763,high446,1,0.2
high447,CHDScenario3DS50,,3,0.334951010314578,high447,3,-0.800000000000001
high448,CHDScenario10DS11,,10,0.298171007384925,high448,10,9.134
high449,CHDScenario14DS48,,14,0.625530610651249,high449,14,61.11
high45,CHDScenario8DS9,,8,0.221099376242603,high45,8,-1.432
high450,CHDScenario16DS28,,16,0.912675414027042,high450,16,1
high451,CHDScenario4DS43,,4,0.117223442070962,high451,4,2.1
high452,CHDScenario15DS1,,15,0.988289738644269,high452,15,-0.16058
high453,CHDScenario15DS94,,15,0.441444052994606,high453,15,-0.16058
high454,CHDScenario2DS85,185,2,0.752923563551304,high454,2,0.8
high455,CHDScenario10DS95,,10,0.937141932155285,high455,10,9.134
high456,CHDScenario8DS81,,8,0.705942142973413,high456,8,-1.432
high457,CHDScenario15DS68,,15,0.826144810861924,high457,15,-0.16058
high458,CHDScenario9DS83,,9,0.850787548354836,high458,9,12.62
high459,CHDScenario10DS65,,10,0.18815048288253,high459,10,9.134
high46,CHDScenario2DS49,149,2,0.0203252184938297,high46,2,0.8
high460,CHDScenario13DS8,,13,0.842660350231812,high460,13,-0.8486
high461,CHDScenario7DS91,,7,0.935501521955297,high461,7,0
high462,CHDScenario16DS27,,16,0.37354144215162,high462,16,1
high463,CHDScenario16DS92,,16,0.167883533893119,high463,16,1
high464,CHDScenario15DS19,,15,0.822597993435922,high464,15,-0.16058
high465,CHDScenario11DS87,,11,0.45279362140095,high465,11,10.77
high466,CHDScenario8DS95,,8,0.186975581700568,high466,8,-1.432
high467,CHDScenario2DS59,159,2,0.152298453838544,high467,2,0.8
high468,CHDScenario15DS92,,15,0.490336214671949,high468,15,-0.16058
high469,CHDScenario11DS80,,11,0.326971065783199,high469,11,10.77
high47,CHDScenario15DS58,,15,0.0343593879541048,high47,15,-0.16058
high470,CHDScenario10DS41,,10,0.224641469326332,high470,10,9.134
high471,CHDScenario10DS69,,10,0.0050646651148395,high471,10,9.134
high472,CHDScenario15DS88,,15,0.640290973322588,high472,15,-0.16058
high473,CHDScenario3DS94,,3,0.137146799596493,high473,3,-0.800000000000001
high474,CHDScenario11DS92,,11,0.856550730838865,high474,11,10.77
high475,CHDScenario7DS46,,7,0.630917966101876,high475,7,0
high476,CHDScenario16DS19,,16,0.30862330702286,high476,16,1
high477,CHDScenario7DS50,,7,0.532746110744495,high477,7,0
high478,CHDScenario8DS85,,8,0.294017861512977,high478,8,-1.432
high479,CHDScenario10DS96,,10,0.658711808770569,high479,10,9.134
high48,CHDScenario1DS49,49,1,0.0296712538735601,high48,1,0.2
high480,CHDScenario9DS78,,9,0.556824897009638,high480,9,12.62
high481,CHDScenario15DS95,,15,0.358814730066761,high481,15,-0.16058
high482,CHDScenario15DS52,,15,0.727270855330666,high482,15,-0.16058
high483,CHDScenario2DS100,,2,0.144594793819892,high483,2,0.8
high484,CHDScenario5DS38,,5,0.232038470462015,high484,5,-0.3429
high485,CHDScenario11DS41,,11,0.523730235877561,high485,11,10.77
high486,CHDScenario13DS57,,13,0.355764150361175,high486,13,-0.8486
high487,CHDScenario1DS85,85,1,0.560477858945968,high487,1,0.2
high488,CHDScenario3DS82,,3,0.823472493250651,high488,3,-0.800000000000001
high489,CHDScenario3DS40,,3,0.407086977768743,high489,3,-0.800000000000001
high49,CHDScenario16DS73,,16,0.00987714232353287,high49,16,1
high490,CHDScenario9DS41,,9,0.923625171923228,high490,9,12.62
high491,CHDScenario2DS88,188,2,0.778956526573206,high491,2,0.8
high492,CHDScenario6DS17,,6,0.464730577964344,high492,6,-1.1039
high493,CHDScenario4DS85,,4,0.30802616735533,high493,4,2.1
high494,CHDScenario5DS64,,5,0.7119483946437,high494,5,-0.3429
high495,CHDScenario3DS5,,3,0.44069895915163,high495,3,-0.800000000000001
high496,CHDScenario15DS54,,15,0.0661432242372043,high496,15,-0.16058
high497,CHDScenario8DS60,,8,0.945101539432189,high497,8,-1.432
high498,CHDScenario6DS42,,6,0.0940545063089429,high498,6,-1.1039
high499,CHDScenario5DS70,,5,0.875586260091614,high499,5,-0.3429
high5,CHDScenario10DS68,,10,0.578356610395827,high5,10,9.134
high50,CHDScenario1DS78,78,1,0.0238509952251303,high50,1,0.2
high500,CHDScenario7DS43,,7,0.555187373147828,high500,7,0
high501,CHDScenario10DS100,,10,0.718851093933387,high501,10,9.134
high502,CHDScenario5DS44,,5,0.24317146200493,high502,5,-0.3429
high503,CHDScenario9DS4,,9,0.263336294077304,high503,9,12.62
high504,CHDScenario13DS77,,13,0.90628443714194,high504,13,-0.8486
high505,CHDScenario11DS13,,11,0.452902624415303,high505,11,10.77
high506,CHDScenario13DS19,,13,0.174334389477917,high506,13,-0.8486
high507,CHDScenario8DS66,,8,0.552715473141612,high507,8,-1.432
high508,CHDScenario6DS78,,6,0.613707534716106,high508,6,-1.1039
high509,CHDScenario5DS90,,5,0.523057424488979,high509,5,-0.3429
high51,CHDScenario13DS91,,13,0.789846577394249,high51,13,-0.8486
high510,CHDScenario7DS34,,7,0.946809763394945,high510,7,0
high511,CHDScenario12DS74,,12,0.248080201548013,high511,12,-3.159
high512,CHDScenario8DS90,,8,0.559550270119395,high512,8,-1.432
high513,CHDScenario12DS97,,12,0.659107900540463,high513,12,-3.159
high514,CHDScenario5DS35,,5,0.101375395360122,high514,5,-0.3429
high515,CHDScenario11DS23,,11,0.398881495229084,high515,11,10.77
high516,CHDScenario12DS21,,12,0.71630912654731,high516,12,-3.159
high517,CHDScenario11DS54,,11,0.295377008923424,high517,11,10.77
high518,CHDScenario15DS11,,15,0.277972755964245,high518,15,-0.16058
high519,CHDScenario11DS98,,11,0.141620130440296,high519,11,10.77
high52,CHDScenario4DS78,,4,0.420047395483353,high52,4,2.1
high520,CHDScenario1DS48,48,1,0.42502257531205,high520,1,0.2
high521,CHDScenario1DS84,84,1,0.515177692792072,high521,1,0.2
high522,CHDScenario4DS31,,4,0.112066582841023,high522,4,2.1
high523,CHDScenario3DS30,,3,0.463102747161131,high523,3,-0.800000000000001
high524,CHDScenario2DS55,155,2,0.576364266937755,high524,2,0.8
high525,CHDScenario6DS38,,6,0.00766062620672048,high525,6,-1.1039
high526,CHDScenario14DS55,,14,0.57909413195691,high526,14,61.11
high527,CHDScenario5DS55,,5,0.176479145667137,high527,5,-0.3429
high528,CHDScenario5DS76,,5,0.286493615170452,high528,5,-0.3429
high529,CHDScenario3DS17,,3,0.0172425086197771,high529,3,-0.800000000000001
high53,CHDScenario3DS1,,3,0.678702864908573,high53,3,-0.800000000000001
high530,CHDScenario6DS31,,6,0.597132194726218,high530,6,-1.1039
high531,CHDScenario15DS7,,15,0.448678020792351,high531,15,-0.16058
high532,CHDScenario3DS88,,3,0.360599597526143,high532,3,-0.800000000000001
high533,CHDScenario10DS74,,10,0.903235820076966,high533,10,9.134
high534,CHDScenario13DS53,,13,0.69561372090234,high534,13,-0.8486
high535,CHDScenario8DS35,,8,0.550170015692936,high535,8,-1.432
high536,CHDScenario5DS43,,5,0.478984512008718,high536,5,-0.3429
high537,CHDScenario4DS50,,4,0.249398891329461,high537,4,2.1
high538,CHDScenario7DS67,,7,0.255147801669204,high538,7,0
high539,CHDScenario16DS83,,16,0.826584698082905,high539,16,1
high54,CHDScenario15DS90,,15,0.938204199363828,high54,15,-0.16058
high540,CHDScenario5DS95,,5,0.977348100546716,high540,5,-0.3429
high541,CHDScenario7DS75,,7,0.973760954090999,high541,7,0
high542,CHDScenario4DS64,,4,0.161164427865486,high542,4,2.1
high543,CHDScenario4DS29,,4,0.00370522491014225,high543,4,2.1
high544,CHDScenario3DS45,,3,0.844783934716332,high544,3,-0.800000000000001
high545,CHDScenario6DS32,,6,0.79340526312765,high545,6,-1.1039
high546,CHDScenario4DS71,,4,0.366196604774097,high546,4,2.1
high547,CHDScenario1DS45,45,1,0.332236597894032,high547,1,0.2
high548,CHDScenario10DS13,,10,0.882998368717589,high548,10,9.134
high549,CHDScenario15DS26,,15,0.598016702268359,high549,15,-0.16058
high55,CHDScenario7DS28,,7,0.303296975669863,high55,7,0
high550,CHDScenario13DS59,,13,0.39488464960378,high550,13,-0.8486
high551,CHDScenario14DS36,,14,0.950744143770074,high551,14,61.11
high552,CHDScenario1DS42,42,1,0.549730807122357,high552,1,0.2
high553,CHDScenario4DS24,,4,0.62655639722768,high553,4,2.1
high554,CHDScenario2DS82,182,2,0.291393042789527,high554,2,0.8
high555,CHDScenario12DS14,,12,0.840244558912164,high555,12,-3.159
high556,CHDScenario5DS96,,5,0.0702503112719567,high556,5,-0.3429
high557,CHDScenario14DS44,,14,0.0863831930785256,high557,14,61.11
high558,CHDScenario3DS55,,3,0.382606188732498,high558,3,-0.800000000000001
high559,CHDScenario1DS86,86,1,0.541157730390273,high559,1,0.2
high56,CHDScenario3DS27,,3,0.93855203684341,high56,3,-0.800000000000001
high560,CHDScenario3DS59,,3,0.909305035565232,high560,3,-0.800000000000001
high561,CHDScenario6DS43,,6,0.204792569023149,high561,6,-1.1039
high562,CHDScenario10DS6,,10,0.0702467326798081,high562,10,9.134
high563,CHDScenario6DS71,,6,0.993474535980948,high563,6,-1.1039
high564,CHDScenario9DS73,,9,0.0457908532863153,high564,9,12.62
high565,CHDScenario9DS19,,9,0.197921708478727,high565,9,12.62
high566,CHDScenario13DS89,,13,0.455982191733764,high566,13,-0.8486
high567,CHDScenario14DS100,,14,0.891635235999882,high567,14,61.11
high568,CHDScenario2DS22,122,2,0.606567644876475,high568,2,0.8
high569,CHDScenario13DS55,,13,0.917328644849866,high569,13,-0.8486
high57,CHDScenario13DS70,,13,0.0278042847915395,high57,13,-0.8486
high570,CHDScenario5DS21,,5,0.567899874765461,high570,5,-0.3429
high571,CHDScenario14DS73,,14,0.371355043209276,high571,14,61.11
high572,CHDScenario7DS15,,7,0.425828920037487,high572,7,0
high573,CHDScenario10DS8,,10,0.367704541137333,high573,10,9.134
high574,CHDScenario12DS12,,12,0.874530874611533,high574,12,-3.159
high575,CHDScenario16DS58,,16,0.830906695000679,high575,16,1
high576,CHDScenario3DS58,,3,0.274069388040357,high576,3,-0.800000000000001
high577,CHDScenario10DS46,,10,0.828883581614564,high577,10,9.134
high578,CHDScenario4DS67,,4,0.116729872718411,high578,4,2.1
high579,CHDScenario5DS91,,5,0.364395628436637,high579,5,-0.3429
high58,CHDScenario3DS47,,3,0.0512898401864689,high58,3,-0.800000000000001
high580,CHDScenario16DS77,,16,0.171224869702792,high580,16,1
high581,CHDScenario11DS65,,11,0.607199375574404,high581,11,10.77
high582,CHDScenario9DS14,,9,0.555420063351699,high582,9,12.62
high583,CHDScenario5DS87,,5,0.572606083503046,high583,5,-0.3429
high584,CHDScenario4DS95,,4,0.857612390458258,high584,4,2.1
high585,CHDScenario10DS82,,10,0.106387754755942,high585,10,9.134
high586,CHDScenario1DS80,80,1,0.276914030254563,high586,1,0.2
high587,CHDScenario7DS62,,7,0.354202132966286,high587,7,0
high588,CHDScenario5DS54,,5,0.220063730105359,high588,5,-0.3429
high589,CHDScenario3DS90,,3,0.456859360418019,high589,3,-0.800000000000001
high59,CHDScenario8DS40,,8,0.746773154023223,high59,8,-1.432
high590,CHDScenario12DS35,,12,0.960398836333824,high590,12,-3.159
high591,CHDScenario1DS1,1,1,0.101540514186773,high591,1,0.2
high592,CHDScenario6DS93,,6,0.417273744569729,high592,6,-1.1039
high593,CHDScenario1DS83,83,1,0.866339324610421,high593,1,0.2
high594,CHDScenario6DS51,,6,0.75002940805182,high594,6,-1.1039
high595,CHDScenario2DS4,104,2,0.733805022695312,high595,2,0.8
high596,CHDScenario2DS90,190,2,0.459931968465305,high596,2,0.8
high597,CHDScenario1DS91,91,1,0.988397956044873,high597,1,0.2
high598,CHDScenario12DS16,,12,0.0830778399466077,high598,12,-3.159
high599,CHDScenario5DS58,,5,0.305072201364737,high599,5,-0.3429
high6,CHDScenario15DS100,,15,0.621700282433487,high6,15,-0.16058
high60,CHDScenario8DS91,,8,0.750499379121094,high60,8,-1.432
high600,CHDScenario6DS99,,6,0.846400775607387,high600,6,-1.1039
high601,CHDScenario2DS56,156,2,0.808811803581904,high601,2,0.8
high602,CHDScenario11DS28,,11,0.154182289885755,high602,11,10.77
high603,CHDScenario13DS98,,13,0.287123235667475,high603,13,-0.8486
